id,price_amount,marketing_carrier_name,origin_place_name,origin_place_iata,destination_place_name,destination_place_iata,departure_datetime,arrival_datetime,departure_query,arrival_query,segment_count,total_flight_duration
"10258-2305220920--31924,-31734-2-11636-2305240125",992.87,Royal Brunei  > Turkish Airlines > Turkish Airlines,Bandar Seri Begawan > Singapore Changi > Istanbul,BWN > SIN > IST,Singapore Changi > Istanbul > Bishkek,SIN > IST > FRU,2023-05-22 09:20:00,2023-05-24 01:25:00,BWN,FRU,3,1095
"10258-2305220920--31924,-31734-2-12042-2305231045",1172.21,Royal Brunei  > Turkish Airlines > Turkish Airlines,Bandar Seri Begawan > Singapore Changi > Istanbul,BWN > SIN > IST,Singapore Changi > Istanbul > Baku Heydar Aliyev International,SIN > IST > GYD,2023-05-22 09:20:00,2023-05-23 10:45:00,BWN,GYD,3,945
"10258-2305220920--31924,-31734-2-9561-2305240210",1125.99,Royal Brunei  > Turkish Airlines > Turkish Airlines,Bandar Seri Begawan > Singapore Changi > Istanbul,BWN > SIN > IST,Singapore Changi > Istanbul > Ashgabat,SIN > IST > ASB,2023-05-22 09:20:00,2023-05-24 02:10:00,BWN,ASB,3,1005
"10258-2305220920--31924,-31767,-32257-2-9715-2305221910",821.86,Royal Brunei  > Thai Airways > Gulf Air,Bandar Seri Begawan > Singapore Changi > Bangkok Suvarnabhumi,BWN > SIN > BKK,Singapore Changi > Bangkok Suvarnabhumi > Bahrain,SIN > BKK > BAH,2023-05-22 09:20:00,2023-05-22 19:10:00,BWN,BAH,3,695
"10258-2305220920--31924,-31767,-32521-2-15458-2305221835",565.42,Royal Brunei  > Thai Airways > Bangkok Airways,Bandar Seri Begawan > Singapore Changi > Bangkok Suvarnabhumi,BWN > SIN > BKK,Singapore Changi > Bangkok Suvarnabhumi > Phnom Penh,SIN > BKK > PNH,2023-05-22 09:20:00,2023-05-22 18:35:00,BWN,PNH,3,335
"10258-2305220920--31924,-31767-1-9970-2305221345",382.99,Royal Brunei  > Thai Airways,Bandar Seri Begawan > Singapore Changi,BWN > SIN,Singapore Changi > Bangkok Suvarnabhumi,SIN > BKK,2023-05-22 09:20:00,2023-05-22 13:45:00,BWN,BKK,2,260
"10258-2305220920--31924,-31767-2-10957-2305222055",546.99,Royal Brunei  > Thai Airways > Thai Airways,Bandar Seri Begawan > Singapore Changi > Bangkok Suvarnabhumi,BWN > SIN > BKK,Singapore Changi > Bangkok Suvarnabhumi > Indira Gandhi International ,SIN > BKK > DEL,2023-05-22 09:20:00,2023-05-22 20:55:00,BWN,DEL,3,530
"10258-2305220920--31924,-31767-2-10957-2305230215",524.99,Royal Brunei  > Thai Airways > Thai Airways,Bandar Seri Begawan > Singapore Changi > Bangkok Suvarnabhumi,BWN > SIN > BKK,Singapore Changi > Bangkok Suvarnabhumi > Indira Gandhi International ,SIN > BKK > DEL,2023-05-22 09:20:00,2023-05-23 02:15:00,BWN,DEL,3,530
"10258-2305220920--31924,-31767-2-12071-2305221940",495.82,Royal Brunei  > Thai Airways > Thai Airways,Bandar Seri Begawan > Singapore Changi > Bangkok Suvarnabhumi,BWN > SIN > BKK,Singapore Changi > Bangkok Suvarnabhumi > Hanoi,SIN > BKK > HAN,2023-05-22 09:20:00,2023-05-22 19:40:00,BWN,HAN,3,370
"10258-2305220920--31924,-31767-2-12409-2305230635",667.99,Royal Brunei  > Thai Airways > Thai Airways,Bandar Seri Begawan > Singapore Changi > Bangkok Suvarnabhumi,BWN > SIN > BKK,Singapore Changi > Bangkok Suvarnabhumi > Incheon International Airport,SIN > BKK > ICN,2023-05-22 09:20:00,2023-05-23 06:35:00,BWN,ICN,3,585
"10258-2305220920--31924,-31767-2-12569-2305222210",615.99,Royal Brunei  > Thai Airways > Thai Airways,Bandar Seri Begawan > Singapore Changi > Bangkok Suvarnabhumi,BWN > SIN > BKK,Singapore Changi > Bangkok Suvarnabhumi > Islamabad,SIN > BKK > ISB,2023-05-22 09:20:00,2023-05-22 22:10:00,BWN,ISB,3,570
"10258-2305220920--31924,-31767-2-15458-2305221955",479.99,Royal Brunei  > Thai Airways > Thai Airways,Bandar Seri Begawan > Singapore Changi > Bangkok Suvarnabhumi,BWN > SIN > BKK,Singapore Changi > Bangkok Suvarnabhumi > Phnom Penh,SIN > BKK > PNH,2023-05-22 09:20:00,2023-05-22 19:55:00,BWN,PNH,3,340
"10258-2305220920--31924,-31876,-32301-2-12461-2305222345",1036.5,Royal Brunei  > Singapore Airlines > flydubai,Bandar Seri Begawan > Singapore Changi > Dubai,BWN > SIN > DXB,Singapore Changi > Dubai > Imam Khomeini International,SIN > DXB > IKA,2023-05-22 09:20:00,2023-05-22 23:45:00,BWN,IKA,3,690
"10258-2305220920--31924,-31939-1-11089-2305222345",1184.38,Royal Brunei  > Qatar Airways,Bandar Seri Begawan > Singapore Changi,BWN > SIN,Singapore Changi > Hamad International,SIN > DOH,2023-05-22 09:20:00,2023-05-22 23:45:00,BWN,DOH,2,585
"10258-2305220920--31924,-31939-2-11431-2305240050",883.99,Royal Brunei  > Qatar Airways > Qatar Airways,Bandar Seri Begawan > Singapore Changi > Hamad International,BWN > SIN > DOH,Singapore Changi > Hamad International > Yerevan,SIN > DOH > EVN,2023-05-22 09:20:00,2023-05-24 00:50:00,BWN,EVN,3,765
"10258-2305220920--31924,-31939-2-12042-2305231235",791.57,Royal Brunei  > Qatar Airways > Qatar Airways,Bandar Seri Begawan > Singapore Changi > Hamad International,BWN > SIN > DOH,Singapore Changi > Hamad International > Baku Heydar Aliyev International,SIN > DOH > GYD,2023-05-22 09:20:00,2023-05-23 12:35:00,BWN,GYD,3,750
"10258-2305220920--31924,-31939-2-13445-2305241205",773.51,Royal Brunei  > Qatar Airways > Qatar Airways,Bandar Seri Begawan > Singapore Changi > Hamad International,BWN > SIN > DOH,Singapore Changi > Hamad International > Larnaca,SIN > DOH > LCA,2023-05-22 09:20:00,2023-05-24 12:05:00,BWN,LCA,3,825
"10258-2305220920--31924,-31939-2-9882-2305230305",1340.12,Royal Brunei  > Qatar Airways > Qatar Airways,Bandar Seri Begawan > Singapore Changi > Hamad International,BWN > SIN > DOH,Singapore Changi > Hamad International > Baghdad International,SIN > DOH > BGW,2023-05-22 09:20:00,2023-05-23 03:05:00,BWN,BGW,3,710
"10258-2305220920--31924,-32076-1-13311-2305221325",285.3,Royal Brunei  > Malindo Air,Bandar Seri Begawan > Singapore Changi,BWN > SIN,Singapore Changi > Kuala Lumpur International,SIN > KUL,2023-05-22 09:20:00,2023-05-22 13:25:00,BWN,KUL,2,185
"10258-2305220920--31924,-32076-2-13288-2305222035",376.6,Royal Brunei  > Malindo Air > Malindo Air,Bandar Seri Begawan > Singapore Changi > Kuala Lumpur International,BWN > SIN > KUL,Singapore Changi > Kuala Lumpur International > Kathmandu,SIN > KUL > KTM,2023-05-22 09:20:00,2023-05-22 20:35:00,BWN,KTM,3,470
"10258-2305220920--31924,-32080-1-13311-2305221440",329.6,Royal Brunei  > Malaysia Airlines,Bandar Seri Begawan > Singapore Changi,BWN > SIN,Singapore Changi > Kuala Lumpur International,SIN > KUL,2023-05-22 09:20:00,2023-05-22 14:40:00,BWN,KUL,2,180
"10258-2305220920--31924,-32166-1-15458-2305221450",339.2,Royal Brunei  > Jetstar,Bandar Seri Begawan > Singapore Changi,BWN > SIN,Singapore Changi > Phnom Penh,SIN > PNH,2023-05-22 09:20:00,2023-05-22 14:50:00,BWN,PNH,2,265
"10258-2305220920--31924,-32348,-32062-2-9834-2305230435",914.2,Royal Brunei  > Emirates > MEA,Bandar Seri Begawan > Singapore Changi > Dubai,BWN > SIN > DXB,Singapore Changi > Dubai > Beirut,SIN > DXB > BEY,2023-05-22 09:20:00,2023-05-23 04:35:00,BWN,BEY,3,780
"10258-2305220920--31924,-32348,-32301-2-11431-2305231115",823.3,Royal Brunei  > Emirates > flydubai,Bandar Seri Begawan > Singapore Changi > Dubai,BWN > SIN > DXB,Singapore Changi > Dubai > Yerevan,SIN > DXB > EVN,2023-05-22 09:20:00,2023-05-23 11:15:00,BWN,EVN,3,775
"10258-2305220920--31924,-32348-2-10610-2305230835",748.99,Royal Brunei  > Emirates > Emirates,Bandar Seri Begawan > Singapore Changi > Dubai,BWN > SIN > DXB,Singapore Changi > Dubai > Colombo Bandaranayake,SIN > DXB > CMB,2023-05-22 09:20:00,2023-05-23 08:35:00,BWN,CMB,3,845
"10258-2305220920--31924,-32348-2-10901-2305230840",922.7,Royal Brunei  > Emirates > Emirates,Bandar Seri Begawan > Singapore Changi > Dubai,BWN > SIN > DXB,Singapore Changi > Dubai > Hazrat Shahjalal International Airport ,SIN > DXB > DAC,2023-05-22 09:20:00,2023-05-23 08:40:00,BWN,DAC,3,860
"10258-2305220920--31924,-32348-2-12042-2305231105",823.58,Royal Brunei  > Emirates > Emirates,Bandar Seri Begawan > Singapore Changi > Dubai,BWN > SIN > DXB,Singapore Changi > Dubai > Baku Heydar Aliyev International,SIN > DXB > GYD,2023-05-22 09:20:00,2023-05-23 11:05:00,BWN,GYD,3,755
"10258-2305220920--31924,-32348-2-12461-2305230845",1219.99,Royal Brunei  > Emirates > Emirates,Bandar Seri Begawan > Singapore Changi > Dubai,BWN > SIN > DXB,Singapore Changi > Dubai > Imam Khomeini International,SIN > DXB > IKA,2023-05-22 09:20:00,2023-05-23 08:45:00,BWN,IKA,3,700
"10258-2305220920--31924,-32348-2-12569-2305230730",908.99,Royal Brunei  > Emirates > Emirates,Bandar Seri Begawan > Singapore Changi > Dubai,BWN > SIN > DXB,Singapore Changi > Dubai > Islamabad,SIN > DXB > ISB,2023-05-22 09:20:00,2023-05-23 07:30:00,BWN,ISB,3,770
"10258-2305220920--31924,-32348-2-14155-2305230740",908.75,Royal Brunei  > Emirates > Emirates,Bandar Seri Begawan > Singapore Changi > Dubai,BWN > SIN > DXB,Singapore Changi > Dubai > Velana International,SIN > DXB > MLE,2023-05-22 09:20:00,2023-05-23 07:40:00,BWN,MLE,3,830
"10258-2305220920--31924,-32456-2-15277-2305231225",805.99,Royal Brunei  > Cathay Pacific > Cathay Pacific,Bandar Seri Begawan > Singapore Changi > Hong Kong Intl,BWN > SIN > HKG,Singapore Changi > Hong Kong Intl > Beijing Capital,SIN > HKG > PEK,2023-05-22 09:20:00,2023-05-23 12:25:00,BWN,PEK,3,570
"10258-2305220920--31924,-32611-1-13311-2305221445",275.9,Royal Brunei  > AirAsia,Bandar Seri Begawan > Singapore Changi,BWN > SIN,Singapore Changi > Kuala Lumpur International,SIN > KUL,2023-05-22 09:20:00,2023-05-22 14:45:00,BWN,KUL,2,190
"10258-2305220920--31924,-32611-2-14155-2305222020",406.6,Royal Brunei  > AirAsia > AirAsia,Bandar Seri Begawan > Singapore Changi > Kuala Lumpur International,BWN > SIN > KUL,Singapore Changi > Kuala Lumpur International > Velana International,SIN > KUL > MLE,2023-05-22 09:20:00,2023-05-22 20:20:00,BWN,MLE,3,455
10258-2305220920--31924-0-16292-2305221120,204.0,Royal Brunei ,Bandar Seri Begawan,BWN,Singapore Changi,SIN,2023-05-22 09:20:00,2023-05-22 11:20:00,BWN,SIN,1,120
"10258-2305220930--32611,-30749-2-10485-2305221910",157.99,AirAsia > AirAsia > Super Air Jet,Bandar Seri Begawan > Kuala Lumpur International > Medan Kuala Namu,BWN > KUL > KNO,Kuala Lumpur International > Medan Kuala Namu > Soekarno-Hatta,KUL > KNO > CGK,2023-05-22 09:30:00,2023-05-22 19:10:00,BWN,CGK,3,355
"10258-2305220930--32611,-30775-2-12071-2305221955",197.99,AirAsia > AirAsia > Vietravel Airlines,Bandar Seri Begawan > Kuala Lumpur International > Ho Chi Minh City,BWN > KUL > SGN,Kuala Lumpur International > Ho Chi Minh City > Hanoi,KUL > SGN > HAN,2023-05-22 09:30:00,2023-05-22 19:55:00,BWN,HAN,3,405
"10258-2305220930--32611,-30859-1-17075-2305222055",263.2,AirAsia > STARLUX Airlines,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Taipei Taiwan Taoyuan,KUL > TPE,2023-05-22 09:30:00,2023-05-22 20:55:00,BWN,TPE,2,445
"10258-2305220930--32611,-30939-2-12071-2305221910",212.99,AirAsia > AirAsia > Bamboo Airways,Bandar Seri Begawan > Kuala Lumpur International > Da Nang,BWN > KUL > DAD,Kuala Lumpur International > Da Nang > Hanoi,KUL > DAD > HAN,2023-05-22 09:30:00,2023-05-22 19:10:00,BWN,HAN,3,385
"10258-2305220930--32611,-31136-2-15458-2305222135",218.99,AirAsia > AirAsia > Sky Angkor,Bandar Seri Begawan > Kuala Lumpur International > Bangkok Suvarnabhumi,BWN > KUL > BKK,Kuala Lumpur International > Don Mueang > Phnom Penh,KUL > DMK > PNH,2023-05-22 09:30:00,2023-05-22 21:35:00,BWN,PNH,3,350
"10258-2305220930--32611,-31437-1-10901-2305221925",316.99,AirAsia > US-Bangla Airlines,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Hazrat Shahjalal International Airport ,KUL > DAC,2023-05-22 09:30:00,2023-05-22 19:25:00,BWN,DAC,2,380
"10258-2305220930--32611,-31705,-30775-2-12071-2305221955",178.99,AirAsia > VietJet Air > Vietravel Airlines,Bandar Seri Begawan > Kuala Lumpur International > Ho Chi Minh City,BWN > KUL > SGN,Kuala Lumpur International > Ho Chi Minh City > Hanoi,KUL > SGN > HAN,2023-05-22 09:30:00,2023-05-22 19:55:00,BWN,HAN,3,390
"10258-2305220930--32611,-31705,-32532-3-12042-2305231015",609.99,AirAsia > VietJet Air > VietJet Air > Azerbaijan Airlines,Bandar Seri Begawan > Kuala Lumpur International > Ho Chi Minh City > Indira Gandhi International ,BWN > KUL > SGN > DEL,Kuala Lumpur International > Ho Chi Minh City > Indira Gandhi International  > Baku Heydar Aliyev International,KUL > SGN > DEL > GYD,2023-05-22 09:30:00,2023-05-23 10:15:00,BWN,GYD,4,850
"10258-2305220930--32611,-31705,-32708-4-11636-2305231825",711.99,AirAsia > VietJet Air > VietJet Air > Air Astana > Air Astana,Bandar Seri Begawan > Kuala Lumpur International > Ho Chi Minh City > Indira Gandhi International  > Almaty,BWN > KUL > SGN > DEL > ALA,Kuala Lumpur International > Ho Chi Minh City > Indira Gandhi International  > Almaty > Bishkek,KUL > SGN > DEL > ALA > FRU,2023-05-22 09:30:00,2023-05-23 18:25:00,BWN,FRU,5,805
"10258-2305220930--32611,-31705,-32708-4-25715-2305231930",808.99,AirAsia > VietJet Air > VietJet Air > Air Astana > Air Astana,Bandar Seri Begawan > Kuala Lumpur International > Ho Chi Minh City > Indira Gandhi International  > Almaty,BWN > KUL > SGN > DEL > ALA,Kuala Lumpur International > Ho Chi Minh City > Indira Gandhi International  > Almaty > Astana Nursultan Nazarbayev,KUL > SGN > DEL > ALA > NQZ,2023-05-22 09:30:00,2023-05-23 19:30:00,BWN,NQZ,5,860
"10258-2305220930--32611,-31705-2-12071-2305221855",183.99,AirAsia > VietJet Air > VietJet Air,Bandar Seri Begawan > Kuala Lumpur International > Ho Chi Minh City,BWN > KUL > SGN,Kuala Lumpur International > Ho Chi Minh City > Hanoi,KUL > SGN > HAN,2023-05-22 09:30:00,2023-05-22 18:55:00,BWN,HAN,3,390
"10258-2305220930--32611,-31705-2-14788-2305230740",223.99,AirAsia > VietJet Air > VietJet Air,Bandar Seri Begawan > Kuala Lumpur International > Ho Chi Minh City,BWN > KUL > SGN,Kuala Lumpur International > Ho Chi Minh City > Tokyo Narita,KUL > SGN > NRT,2023-05-22 09:30:00,2023-05-23 07:40:00,BWN,NRT,3,640
"10258-2305220930--32611,-31766-2-15458-2305221955",251.5,AirAsia > AirAsia > Thai Smile,Bandar Seri Begawan > Kuala Lumpur International > Bangkok Suvarnabhumi,BWN > KUL > BKK,Kuala Lumpur International > Don Mueang > Phnom Penh,KUL > DMK > PNH,2023-05-22 09:30:00,2023-05-22 19:55:00,BWN,PNH,3,360
"10258-2305220930--32611,-31767-2-12569-2305222210",497.7,AirAsia > AirAsia > Thai Airways,Bandar Seri Begawan > Kuala Lumpur International > Bangkok Suvarnabhumi,BWN > KUL > BKK,Kuala Lumpur International > Don Mueang > Islamabad,KUL > DMK > ISB,2023-05-22 09:30:00,2023-05-22 22:10:00,BWN,ISB,3,590
"10258-2305220930--32611,-31768-1-11052-2305221905",119.99,AirAsia > Thai AirAsia,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Don Mueang,KUL > DMK,2023-05-22 09:30:00,2023-05-22 19:05:00,BWN,BKK,2,285
"10258-2305220930--32611,-31768-2-10901-2305230025",211.99,AirAsia > Thai AirAsia,Bandar Seri Begawan > Don Mueang,BWN > DMK,Kuala Lumpur International > Hazrat Shahjalal International Airport ,KUL > DAC,2023-05-22 09:30:00,2023-05-23 00:25:00,BWN,DAC,2,290
"10258-2305220930--32611,-31768-2-12071-2305222020",195.99,AirAsia > Thai AirAsia,Bandar Seri Begawan > Don Mueang,BWN > DMK,Kuala Lumpur International > Hanoi,KUL > HAN,2023-05-22 09:30:00,2023-05-22 20:20:00,BWN,HAN,2,260
"10258-2305220930--32611,-31768-2-17606-2305230735",168.99,AirAsia > Thai AirAsia > Thai AirAsia,Bandar Seri Begawan > Kuala Lumpur International > Don Mueang,BWN > KUL > DMK,Kuala Lumpur International > Don Mueang > Vientiane,KUL > DMK > VTE,2023-05-22 09:30:00,2023-05-23 07:35:00,BWN,VTE,3,355
"10258-2305220930--32611,-31821-1-10610-2305221620",226.3,AirAsia > SriLankan Airlines,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Colombo Bandaranayake,KUL > CMB,2023-05-22 09:30:00,2023-05-22 16:20:00,BWN,CMB,2,360
"10258-2305220930--32611,-31821-2-11089-2305222115",437.2,AirAsia > SriLankan Airlines > SriLankan Airlines,Bandar Seri Begawan > Kuala Lumpur International > Colombo Bandaranayake,BWN > KUL > CMB,Kuala Lumpur International > Colombo Bandaranayake > Hamad International,KUL > CMB > DOH,2023-05-22 09:30:00,2023-05-22 21:15:00,BWN,DOH,3,665
"10258-2305220930--32611,-31821-2-13344-2305222115",539.9,AirAsia > SriLankan Airlines > SriLankan Airlines,Bandar Seri Begawan > Kuala Lumpur International > Colombo Bandaranayake,BWN > KUL > CMB,Kuala Lumpur International > Colombo Bandaranayake > Kuwait,KUL > CMB > KWI,2023-05-22 09:30:00,2023-05-22 21:15:00,BWN,KWI,3,690
"10258-2305220930--32611,-31821-2-16029-2305222115",667.6,AirAsia > SriLankan Airlines > SriLankan Airlines,Bandar Seri Begawan > Kuala Lumpur International > Colombo Bandaranayake,BWN > KUL > CMB,Kuala Lumpur International > Colombo Bandaranayake > Riyadh,KUL > CMB > RUH,2023-05-22 09:30:00,2023-05-22 21:15:00,BWN,RUH,3,690
"10258-2305220930--32611,-31876-2-15458-2305221730",343.99,AirAsia > Singapore Airlines > Singapore Airlines,Bandar Seri Begawan > Kuala Lumpur International > Singapore Changi,BWN > KUL > SIN,Kuala Lumpur International > Singapore Changi > Phnom Penh,KUL > SIN > PNH,2023-05-22 09:30:00,2023-05-22 17:30:00,BWN,PNH,3,330
"10258-2305220930--32611,-31878-3-15277-2305231025",335.3,AirAsia > AirAsia > Sichuan Airlines > Sichuan Airlines,Bandar Seri Begawan > Kuala Lumpur International > Singapore Changi > Chengdu Shuangliu International,BWN > KUL > SIN > CTU,Kuala Lumpur International > Singapore Changi > Chengdu Tianfu International > Beijing Capital,KUL > SIN > TFU > PEK,2023-05-22 09:30:00,2023-05-23 10:25:00,BWN,PEK,4,690
"10258-2305220930--32611,-31880,-32690-3-15277-2305231000",351.5,AirAsia > AirAsia > Shenzhen Airlines > Air China,Bandar Seri Begawan > Kuala Lumpur International > Singapore Changi > Shenzhen Bao'an International,BWN > KUL > SIN > SZX,Kuala Lumpur International > Singapore Changi > Shenzhen Bao'an International > Beijing Capital,KUL > SIN > SZX > PEK,2023-05-22 09:30:00,2023-05-23 10:00:00,BWN,PEK,4,665
"10258-2305220930--32611,-31896-2-9445-2305222110",914.99,AirAsia > Saudia > Saudia,Bandar Seri Begawan > Kuala Lumpur International > Riyadh,BWN > KUL > RUH,Kuala Lumpur International > Riyadh > Amman Queen Alia,KUL > RUH > AMM,2023-05-22 09:30:00,2023-05-22 21:10:00,BWN,AMM,3,755
"10258-2305220930--32611,-31939-2-11389-2305231220",583.9,AirAsia > Qatar Airways > Qatar Airways,Bandar Seri Begawan > Kuala Lumpur International > Hamad International,BWN > KUL > DOH,Kuala Lumpur International > Hamad International > Ankara Esenboga,KUL > DOH > ESB,2023-05-22 09:30:00,2023-05-23 12:20:00,BWN,ESB,3,830
"10258-2305220930--32611,-31939-2-12461-2305230340",903.2,AirAsia > Qatar Airways > Qatar Airways,Bandar Seri Begawan > Kuala Lumpur International > Hamad International,BWN > KUL > DOH,Kuala Lumpur International > Hamad International > Imam Khomeini International,KUL > DOH > IKA,2023-05-22 09:30:00,2023-05-23 03:40:00,BWN,IKA,3,730
"10258-2305220930--32611,-31939-2-9882-2305230305",984.1,AirAsia > Qatar Airways > Qatar Airways,Bandar Seri Begawan > Kuala Lumpur International > Hamad International,BWN > KUL > DOH,Kuala Lumpur International > Hamad International > Baghdad International,KUL > DOH > BGW,2023-05-22 09:30:00,2023-05-23 03:05:00,BWN,BGW,3,720
"10258-2305220930--32611,-32076-1-10610-2305221825",217.6,AirAsia > Malindo Air,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Colombo Bandaranayake,KUL > CMB,2023-05-22 09:30:00,2023-05-22 18:25:00,BWN,CMB,2,355
"10258-2305220930--32611,-32076-1-10901-2305222210",264.5,AirAsia > Malindo Air,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Hazrat Shahjalal International Airport ,KUL > DAC,2023-05-22 09:30:00,2023-05-22 22:10:00,BWN,DAC,2,380
"10258-2305220930--32611,-32076-1-10957-2305222105",265.7,AirAsia > Malindo Air,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Indira Gandhi International ,KUL > DEL,2023-05-22 09:30:00,2023-05-22 21:05:00,BWN,DEL,2,480
"10258-2305220930--32611,-32076-1-13288-2305222035",178.6,AirAsia > Malindo Air,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Kathmandu,KUL > KTM,2023-05-22 09:30:00,2023-05-22 20:35:00,BWN,KTM,2,430
